index,epd,old bm,sts_v6,old id,new id,test,depth,by,status,date,output file,updated by,update date,update depth,epd index check,comment,Reviewed by,Replace,Duplicate,unix analysis Time (sec) AMD 5950x 32t 16gb hash,ferdy analysis Time (sec) i7-2600 4t 512mb hash
786,r3r1k1/1pq4p/p2b1pp1/3pnb2/3N3Q/2P5/PP1B1PPP/R3RBK1 b - -,g6g5,yes,STS(v8.0) AKPC.089,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,613,
787,r3r1k1/4qpp1/2p5/p1ppP2p/6P1/1PQ2P1P/P1P5/3RR1K1 w - -,f3f4,yes,STS(v8.0) AKPC.090,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,44,ok,,,,,77,1200
788,r3r1k1/pn1bnpp1/1p2p2p/1q1pP3/2pP1P1N/B1P2BP1/2P3QP/R4RK1 w - -,f4f5,,STS(v8.0) AKPC.091,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,new bm but same theme,ferdy,no,,3050,
789,r3rb2/1p3k2/p1p2p2/2q2bpp/2PR4/1PQ4P/P4PPB/3R1BK1 b - -,h5h4,yes,STS(v8.0) AKPC.092,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1230,
790,r4k2/1b1qbp2/2pnp1r1/pp2B2p/2pPP1pP/P1N2P2/1P2B1PQ/2RR2K1 b - -,f7f5,yes,STS(v8.0) AKPC.093,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,1428,
791,r4rk1/1b3pbp/1qp1p1p1/p2n2B1/3P3P/P2B1N2/1PQ2PP1/R3R1K1 w - -,h4h5,,STS(v8.0) AKPC.094,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,477,
792,r4rk1/1p1qn1bp/p1npp1p1/2p1p3/4P2P/N1PPB1P1/1P3PB1/R2QR1K1 w - -,h4h5,yes,STS(v8.0) AKPC.095,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,574,
793,r4rk1/1p2qppp/1np5/p2pNb2/P2Pn3/2NBP3/1PQ2PPP/2R2RK1 b - -,f7f6,yes,STS(v8.0) AKPC.096,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,269,
794,r4rk1/1pq1p3/2p2ppp/p2n1b2/P2P4/1B3N1P/1PP2PP1/R2QR1K1 b - -,g6g5,yes,STS(v8.0) AKPC.097,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,724,
795,r4rk1/3n1pbp/3Pq1p1/4p3/p7/2Q1B1N1/P2R1PPP/2R3K1 b - -,f7f5,yes,STS(v8.0) AKPC.098,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,569,
796,r4rk1/ppp1qp1p/2p3p1/4n3/4P2P/2N1QP2/PPP2P2/2KR3R w - -,h4h5,yes,STS(v8.0) AKPC.099,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,148,
797,r5k1/p2b1r2/1p1p1q2/2pPbp1p/P1P1p3/1P4P1/2RQNPBP/4R1K1 b - -,h5h4,yes,STS(v8.0) AKPC.100,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,,ferdy,no,,1136,
798,1b2r1k1/1bqn1pp1/p1p4p/Pp2p3/1P2B3/2B1PN1P/5PP1/1Q1R2K1 b - -,c6c5,yes,STS(v9.0) Advancement of a/b/c pawns.001,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,138,
799,1k4nr/pppr1q2/3p2p1/3Nn1Qp/2P1PN2/1P6/P1P3PR/2KR4 w - -,c4c5,yes,STS(v9.0) Advancement of a/b/c pawns.002,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,199,
800,1n4k1/2pb2q1/1p1p3p/3P1p2/1PP1pP2/3rN3/4N1PP/1RQ3K1 w - -,b4b5,yes,STS(v9.0) Advancement of a/b/c pawns.003,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,704,
801,1nr5/p2p1qpk/1pb1p2p/5p1P/1PP2N2/P3PPQ1/6P1/3RKB2 w - -,b4b5,yes,STS(v9.0) Advancement of a/b/c pawns.004,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1260,
802,1q2r1k1/1b2bpp1/p2ppn1p/2p5/P3PP1B/2PB1RP1/2P1Q2P/2KR4 b - -,c5c4,yes,STS(v1.0) Undermine.005 / STS(v9.0) Advancement of a/b/c pawns.005,,sts_old,40,unix,done,2022-10-27,yes,,,,ok,There are 2 top 2 same eval bm. One is undermine and the other is not.,ferdy,yes,,623,
803,1q2rb2/3b1r1k/p1p4p/B3p1p1/1PPpN3/3P1P1P/3QR1P1/4R1K1 w - -,c4c5,,STS(v9.0) Advancement of a/b/c pawns.006,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,499,
804,1r1qr1k1/1p3pp1/p1n1bn1p/2NN4/4P3/6P1/PP3PB1/2RQR1K1 w - -,b2b3,yes,STS(v9.0) Advancement of a/b/c pawns.007,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,,ferdy,no,,498,
805,1r1r1bk1/1bq2ppp/pnp1p3/4P3/5P2/P1NBB3/1P4PP/R1QR2K1 b - -,c6c5,yes,STS(v9.0) Advancement of a/b/c pawns.008,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,43,ok,,,,,107,1200
806,1r1r2k1/p1p1p3/4n1p1/5p2/8/R3B3/Pn2BPPP/4K2R b K -,c7c5,yes,STS(v9.0) Advancement of a/b/c pawns.009,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,170,
807,1r1r2k1/pb3ppp/1p1ppn2/8/PPPP1P2/2NB2P1/3K3P/RR6 w - -,a4a5,yes,STS(v9.0) Advancement of a/b/c pawns.010,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,307,
808,1r1r3k/p4pp1/3nb2p/2p1q3/8/P1PBPP2/2Q3PP/R1B2RK1 b - -,c5c4,,STS(v9.0) Advancement of a/b/c pawns.011,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,225,
809,1r2r1k1/2qp1ppp/2p1pn2/8/8/2PBQ1P1/PP3P1P/R4RK1 w - -,b2b4,yes,STS(v9.0) Advancement of a/b/c pawns.012,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,304,
810,1r2r1k1/2qp1ppp/2p2n2/4p3/1P6/2PBQ1P1/P4P1P/R4RK1 w - -,a2a4,yes,STS(v9.0) Advancement of a/b/c pawns.013,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,250,
811,1r2rn2/1p3pk1/p4npp/P2p4/1P1N2P1/1P3P1P/4BK2/2R1R3 w - -,b4b5,yes,STS(v9.0) Advancement of a/b/c pawns.014,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,491,
812,1r3rk1/2qnbppp/2p1p3/pbPpP3/8/PP2QNP1/3B1PBP/2R1R1K1 w - -,b3b4,yes,STS(v9.0) Advancement of a/b/c pawns.015,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,364,
813,1r4k1/p3pr1p/1qbp1pp1/2p5/2P5/1PN1Q2P/P2R1PP1/3R3K b - -,a7a5,,STS(v9.0) Advancement of a/b/c pawns.016,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,416,
814,1rbr2k1/p1q2p1p/2n1p1p1/1p4Q1/2pPP3/2P3P1/P1B1N1PP/2R2RK1 b - -,b5b4,,STS(v9.0) Advancement of a/b/c pawns.017,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,there are 2 bm,ferdy,yes,,1017,
815,1rq2r2/Q3pp1k/1B1p2pb/4n2p/2PN4/PP5P/3nBPP1/R2R2K1 w - -,a3a4,yes,STS(v9.0) Advancement of a/b/c pawns.018,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,243,
816,1rr3k1/p2qbpnp/Ppp3p1/3pP3/3P4/1Q1B1P2/1P1B1P1P/2R3RK b - -,c6c5,yes,STS(v9.0) Advancement of a/b/c pawns.019,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,169,
817,1rrqb3/1p3kp1/p3p2p/P1Rp1p1P/3P1P2/6P1/1P1QBPK1/2R5 w - -,b2b4,yes,STS(v9.0) Advancement of a/b/c pawns.020,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,368,
818,2r1n1k1/1p1R1r1p/2q1pp1B/p5p1/6P1/Q1P4P/PP6/1K1R4 b - -,b7b5,,STS(v9.0) Advancement of a/b/c pawns.021,,sts_old,40,unix,done,2022-11-17,yes,ferdy,2022-11-27,54,ok,All top 10 moves have zero eval.,ferdy,yes,,21,1800
819,2r1r1k1/1b1n1pp1/1q2p2p/3p3n/P2N4/BP1NPP1P/2B3P1/2R1Q1K1 w - -,a4a5,,STS(v9.0) Advancement of a/b/c pawns.022,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,228,
820,2r1r1k1/1b1q1pp1/4p2p/1Nnp3n/1N6/PP2PP1P/1BB2QP1/3R2K1 w - -,a3a4,yes,STS(v9.0) Advancement of a/b/c pawns.023,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,1022,
821,2r1r1k1/1p1npp1p/p2pb1p1/q7/2PnP3/1PNN2PP/P2Q1PB1/2RR2K1 w - -,b3b4,,STS(v9.0) Advancement of a/b/c pawns.024,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,715,
822,2r2bk1/R4pp1/3pqnnp/R3p3/1P2P3/3Q1NNP/2rB1PPK/8 w - -,b4b5,yes,STS(v9.0) Advancement of a/b/c pawns.025,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,43,ok,,,,,88,1200
823,2r2r1k/1bqnbppp/p3p3/1p1pP3/3B1P2/P1NB4/1PP2QPP/R4R1K w - -,b2b4,yes,STS(v9.0) Advancement of a/b/c pawns.026,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,466,
824,2r2rk1/1p2bpp1/p3p3/4P1N1/PqB3P1/1Pn2NQ1/2b2P1P/R3R1K1 b - -,b7b5,yes,STS(v9.0) Advancement of a/b/c pawns.027,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,609,
825,2r2rk1/pp3ppp/2nb1q2/P3pb2/2P5/1NB3P1/1Q2PPBP/R4RK1 w - -,c4c5,yes,STS(v9.0) Advancement of a/b/c pawns.028,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,489,
826,2r3k1/1pq1b1p1/p1b1pr1p/8/PP2pP2/2P1B3/4B1PP/RQR4K w - -,b4b5,,STS(v9.0) Advancement of a/b/c pawns.029,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,370,
827,2r3k1/5p2/pr3p1p/8/3N2q1/P3P1P1/1P1Q1PP1/5RK1 w - -,b2b4,yes,STS(v9.0) Advancement of a/b/c pawns.030,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,174,
828,2r5/1r2nkp1/p3p2p/1p1b1p1P/8/PP3P2/1KPRB1P1/R5B1 w - -,a3a4,yes,STS(v9.0) Advancement of a/b/c pawns.031,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,468,
829,2r5/3npk1p/1p1p1r2/pP1P2p1/3N1pP1/1P3P2/2P1R2P/R5K1 w - -,c2c4,yes,STS(v9.0) Advancement of a/b/c pawns.032,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,44,ok,,,,,100,1200
830,2rqr1k1/5ppp/n4b2/pbP5/3p4/P4NP1/1N2PPBP/2RQR1K1 w - -,a3a4,,STS(v9.0) Advancement of a/b/c pawns.033,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,257,
831,2rr2k1/1b3ppp/pp2pn2/2n5/2BNP3/4KPNP/PP4P1/2R4R w - -,b2b4,yes,STS(v9.0) Advancement of a/b/c pawns.034,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,44,ok,,,,,78,1200
832,2rr2k1/1q3pp1/pp1pp2p/4n3/2PNP3/1P4P1/P1R1QPKP/3R4 b - -,b6b5,yes,STS(v9.0) Advancement of a/b/c pawns.035,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,197,
833,3b2rk/5pp1/2q2n1p/1p2BP2/7P/2NQ4/1PP5/1K4R1 b - -,b5b4,yes,STS(v9.0) Advancement of a/b/c pawns.036,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,207,
834,3q2k1/1p1bprbp/3pn1p1/3N4/1PP5/r3B3/3QBPPP/2R1R1K1 w - -,c4c5,,STS(v9.0) Advancement of a/b/c pawns.037,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,2281,
835,3r1nk1/pp2q2p/2p3p1/2NnPp2/5P2/1Q6/PP1rNRPP/2R3K1 b - -,b7b6,yes,STS(v9.0) Advancement of a/b/c pawns.038,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,44,ok,,,,,114,1200
836,3r1rk1/2pq2pp/p4pb1/1p6/4P1P1/2PnQN1P/PP1N1P2/RR4K1 b - -,c7c5,yes,STS(v9.0) Advancement of a/b/c pawns.039,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,124,
837,3r1rk1/3n1pbp/1p1p2p1/pN1Ppn1q/2P3b1/PPN3P1/1B1Q1P1P/R3R1KB w - -,b3b4,yes,STS(v9.0) Advancement of a/b/c pawns.040,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,359,
838,3r2k1/1p2bpp1/pNrppnqp/8/1PPBP3/P4Q1P/5PP1/3RR1K1 w - -,b4b5,yes,STS(v9.0) Advancement of a/b/c pawns.041,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,161,
839,3r2k1/5p2/p1prb2p/1p2q3/4Pp2/1P1B1P2/P3Q1PP/2RR1K2 b - -,c6c5,yes,STS(v9.0) Advancement of a/b/c pawns.042,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,659,
840,3rn1k1/1pqn1pp1/p3br1p/2P1p3/P3P3/3BBN1P/2P3PQ/RR5K w - -,a4a5,,STS(v9.0) Advancement of a/b/c pawns.043,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,183,
841,3rr1k1/1bqn1ppp/p1p5/1p2b3/4P3/P3BB1P/1PQ1NPP1/1R1R3K b - -,c6c5,,STS(v9.0) Advancement of a/b/c pawns.044,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,201,
842,3rr1k1/1p5p/p2B1bp1/5b2/1RP2P2/1PN5/1P1R1K1P/8 w - -,c4c5,yes,STS(v9.0) Advancement of a/b/c pawns.045,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,308,
843,3rr1k1/1q2bp1p/2b3pB/3npP2/1p6/5B2/NPP3PP/3RQR1K w - -,c2c4,yes,STS(v9.0) Advancement of a/b/c pawns.046,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,326,
844,4b3/ppr1bpk1/2n1p1p1/1B1rP2p/3P3P/P1R1BNP1/5PK1/2R5 w - -,a3a4,yes,STS(v9.0) Advancement of a/b/c pawns.047,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,219,
845,4q1k1/p5p1/1rp1p1p1/2R1Pp2/1PQ5/P5P1/5PK1/8 w - -,a3a4,,STS(v9.0) Advancement of a/b/c pawns.048,,sts_old,40,unix,done,2022-11-17,yes,ferdy,2022-11-30,55,ok,,,,,17,1200
846,4r1k1/3bpr1p/1qpp1ppQ/p7/2P1N3/1P5P/P2R1PP1/3R3K b - -,c6c5,yes,STS(v9.0) Advancement of a/b/c pawns.049,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,259,
847,4r1k1/p2bpr1p/1qpp2pQ/5p2/2P4P/1P4N1/P2R1PP1/3R3K b - -,a7a5,,STS(v9.0) Advancement of a/b/c pawns.050,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,835,
848,4rk2/2p1rpp1/pbn3bp/1p2P3/PP6/1BP2NNP/5PP1/2R1R1K1 w - -,a4a5,,STS(v9.0) Advancement of a/b/c pawns.051,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,191,
849,4rrk1/1q4pp/4p3/2bp4/5P2/3Q4/1PP3PP/R1B2R1K w - -,c2c3,,STS(v9.0) Advancement of a/b/c pawns.052,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,475,
850,4rrk1/p2n2pp/qp2pb2/2p5/2P2P2/P1BP1Q2/4N1PP/1R3RK1 w - -,a3a4,,STS(v9.0) Advancement of a/b/c pawns.053,,sts_old,40,unix,done,2022-11-17,yes,ferdy,2022-12-2,45,ok,,,,,180,1800
851,5nk1/1bq2pp1/rp1r1b1p/1R1p1B2/2pP4/2N1PN2/PQ3PPP/1R4K1 w - -,a2a4,,STS(v9.0) Advancement of a/b/c pawns.054,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,614,
852,5r1k/1p2q1pp/p1p2n2/5r2/3Pp3/4P2R/PPB2PQP/6RK b - -,c6c5,yes,STS(v9.0) Advancement of a/b/c pawns.055,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,44,ok,,,,,81,1200
853,5r2/5r1k/p2pN1p1/1p1Pn2p/2q1P2b/P4pR1/1PPQ1B1P/1K2R3 w - -,b2b3,,STS(v9.0) Advancement of a/b/c pawns.056,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,422,
854,5rk1/1prn1qp1/p2p3p/3Ppp1P/7R/1NPQ1PP1/PP6/1K1R4 b - -,b7b5,,STS(v9.0) Advancement of a/b/c pawns.057,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,there is new bm,ferdy,yes,,893,
855,5rk1/2nq2pp/3p1p2/3P4/3B1Q2/PrN3P1/4PP1P/R5K1 w - -,a3a4,yes,STS(v9.0) Advancement of a/b/c pawns.058,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,45,ok,,,,,88,1200
856,5rk1/p2qp2p/1p1p1pp1/2nN1P1r/P1P1P3/1P2R1P1/1Q4KP/4R3 w - -,b3b4,yes,STS(v9.0) Advancement of a/b/c pawns.059,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1261,
857,6k1/1b2bp1p/p3p3/1p2P1p1/2r5/2N1BP2/PP4PP/3R2K1 b - -,b5b4,,STS(v9.0) Advancement of a/b/c pawns.060,,sts_old,40,unix,done,2022-11-17,yes,ferdy,2022-11-30,45,ok,,,,,117,1200
858,6k1/1p1n1rbp/r2n1pp1/4p3/4P3/4B1P1/PP2N1BP/R4RK1 w - -,b2b3,,STS(v9.0) Advancement of a/b/c pawns.061,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,213,
859,6k1/1pr2rp1/p4q1p/2p1p3/2Q1P3/P6P/2P2PP1/3R1RK1 w - -,a3a4,yes,STS(v9.0) Advancement of a/b/c pawns.062,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,130,
860,6k1/2rqbrpp/2n2n2/pBpppN2/Pp4P1/2PP3P/1P2QP2/R1B1R1K1 w - -,c3c4,,STS(v9.0) Advancement of a/b/c pawns.063,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,2172,
861,6k1/4brpp/3p4/p1q1p3/1pN1Pr2/1P1R1P2/P1P3QP/1K4R1 b - -,a5a4,,STS(v9.0) Advancement of a/b/c pawns.064,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,324,
862,6k1/5r2/p4pp1/Br1pp3/2b5/6NP/1P3RP1/2R4K w - -,b2b4,yes,STS(v9.0) Advancement of a/b/c pawns.065,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,899,
863,8/5p2/bk2p3/1pr1Pp2/3p4/bP3BPP/P1nBN3/1R1K4 w - -,b3b4,yes,STS(v9.0) Advancement of a/b/c pawns.066,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,303,
864,8/r2b2pk/2p1pr1p/3nQp2/p7/qP3N2/P1PRBPPP/4R1K1 w - -,c2c4,yes,STS(v9.0) Advancement of a/b/c pawns.067,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1023,
865,b2qr2k/2p3pp/8/1p3p2/2p2B2/2Pp1PPP/5QB1/R6K b - -,b5b4,yes,STS(v9.0) Advancement of a/b/c pawns.068,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,49,ok,,,,,47,1200
866,r1b2k2/ppq2p1p/1np3p1/4p3/2n5/3N2P1/P1Q1PPBP/R2R2K1 w - -,a2a4,yes,STS(v9.0) Advancement of a/b/c pawns.069,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,496,
867,r1bq1r2/1pp3bk/3p1npp/1N1Ppn2/PBP1N3/1Q1B4/5PPP/R4RK1 w - -,c4c5,yes,STS(v9.0) Advancement of a/b/c pawns.070,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,657,
868,r1r3k1/3nqpp1/1pp1pn1p/p2pN3/2PP1Q2/1P4P1/P2BPPKP/2RR4 b - -,a5a4,,STS(v9.0) Advancement of a/b/c pawns.071,,sts_old,40,unix,done,2022-11-17,yes,,,,ok,,,,,261,
869,r1r3k1/p3pp1p/3p2pb/R1nP4/4PP2/2Pp4/1P1N2PP/2BR2K1 w - -,b2b4,yes,STS(v9.0) Advancement of a/b/c pawns.072,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,224,
870,r1r4k/1q1nbpp1/2bp1n1p/pp2pP2/4P3/P1N2BQ1/1PPN1BPP/2R1R1K1 b - -,b5b4,yes,STS(v9.0) Advancement of a/b/c pawns.073,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,839,
871,r2q1nk1/1p2rppp/p1p5/3p3b/PP1P4/2NBP3/2Q2PPP/2R2RK1 w - -,b4b5,yes,STS(v9.0) Advancement of a/b/c pawns.074,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,156,
872,r2rn1k1/3nqppp/1pp1p3/3p4/pPPP4/P2QN1P1/1B2PP1P/2RR2K1 w - -,b4b5,yes,STS(v9.0) Advancement of a/b/c pawns.075,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,265,
873,r3kr2/pp1b1pp1/2p1p2p/4q3/7Q/2PBPR2/PP4PP/2KR4 b q -,c6c5,yes,STS(v9.0) Advancement of a/b/c pawns.076,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,167,
874,r3r1k1/1p3pp1/1qp1b2p/p1Rn4/3p4/P2P1BP1/1P1BPP1P/2Q1R1K1 b - -,a5a4,,STS(v9.0) Advancement of a/b/c pawns.077,,sts_old,40,unix,done,2022-11-17,yes,ferdy,2022-11-30,46,ok,,,,,108,1200
875,r3r1k1/1pb1qpp1/2p1b2p/p3P3/4Q3/2B1PN1P/PP3PP1/3RR1K1 w - -,a2a3,yes,STS(v9.0) Advancement of a/b/c pawns.078,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,145,
876,r3r1k1/pn1qnppp/1p2p3/3pP3/b1pP4/B1P2N2/R1PQBPPP/R5K1 b - -,b6b5,yes,STS(v9.0) Advancement of a/b/c pawns.079,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,659,
877,r3rbk1/1npq1pp1/p2p3p/1p6/1P1P4/P1R1BN1P/5PP1/3QR1K1 b - -,c7c6,yes,STS(v9.0) Advancement of a/b/c pawns.080,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,342,
878,r3rbk1/1qpn1pp1/p4n1p/1p2pN2/2P1P3/5N2/PPQB1PPP/R3R1K1 b - -,b5b4,yes,STS(v9.0) Advancement of a/b/c pawns.081,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,526,
879,r3rn1k/1q2b1p1/pp1p1n1p/4pQ2/P3P3/1NN1BR2/1PP3PP/5R1K b - -,b6b5,yes,STS(v9.0) Advancement of a/b/c pawns.082,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,There is new bm.,ferdy,yes,,168,
880,r4rk1/1p4bp/2qp1np1/p1n1p3/2P5/P1B1N3/1PB2PPP/R2Q1RK1 w - -,b2b4,yes,STS(v9.0) Advancement of a/b/c pawns.083,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,541,
881,r4rk1/2Q2ppp/4p3/p3P3/q1P5/P5P1/5P1P/2R1R1K1 w - -,c4c5,yes,STS(v9.0) Advancement of a/b/c pawns.084,,sts_old,40,unix,done,2022-11-03,yes,ferdy,2022-11-30,47,ok,,,,,71,1200
882,r4rk1/2qb1ppp/p2pp3/1pn3P1/3RPP2/P1N2Q2/1PP3BP/2KR4 b - -,a6a5,yes,STS(v9.0) Advancement of a/b/c pawns.085,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,853,
883,r4rk1/4bppp/b3pn2/1p1q2B1/3p4/3B1N2/PP2QPPP/R2R2K1 w - -,a2a4,yes,STS(v9.0) Advancement of a/b/c pawns.086,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,200,
884,r4rkb/p2bp2p/2nq2pP/1p6/2pP4/2P1B1N1/P1B2PP1/2RQR1K1 w - -,a2a4,yes,STS(v9.0) Advancement of a/b/c pawns.087,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1789,
885,r5k1/1pp1r1pp/3pbpq1/pB2n3/P1P5/1P2BP2/2PQ2PP/2KRR3 w - -,c4c5,yes,STS(v9.0) Advancement of a/b/c pawns.088,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,529,
886,r5k1/1rpn1pbp/p2pp3/1p4Np/2PP4/1PN1P1P1/P4PK1/2RR4 w - -,c4c5,yes,STS(v9.0) Advancement of a/b/c pawns.089,,sts_old,40,unix,done,2022-11-03,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,175,
